school_id,page_url,page_load_time_ms,page_width,page_height,NDOM_nodes,NDOM_height,page_template,page_menu_or,page_ungrouped_multim,metric,task1,task2,task3,task4,task5,task6,task7,task8
BATF060003,https://www.itisandria.edu.it,1874,1594,4065,436,9,1.0,1.0,8.0,4.0,2.39,2.14,2.21,6.5,3.59,1.47,3.06,9.67
CLPC02000X,https://www.liceorsettimo.edu.it,2251,1592,4968,141,6,9.0,3.0,21.0,3.5,1.49,2.1,2.4,6.97,6.5,6.5,10.72,2.54
BSTD038016,https://iisleinaudi.edu.it/,1614,1587,2697,477,10,9.0,3.0,12.0,3.9,1.79,31.8,6.5,62.55,3.81,5.14,6.5,31.51
CHPS01701Q,https://www.liceoavolta.edu.it/,1818,1587,4060,258,7,6.0,1.0,14.0,3.4,1.97,2.19,5.4,0.3,2.19,5.6,5.41,3.08
PGPC07000G,https://www.liceoproperzio.edu.it/,2933,1587,5930,226,7,8.0,1.0,8.0,3.6,2.62,2.09,2.61,2.98,6.5,6.5,10.57,2.09
BRTF02000P,https://www.itisff.it,4317,1571,3418,197,6,9.0,1.0,1.0,-1.0,1.69,2.32,6.5,2.68,2.6,6.5,3.59,2.21
NAPS05000G,https://www.liceomercalli.it,9497,1587,3959,387,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.32,2.79,10.25,7.05,2.79
FGTD061012,https://itclucera.it/,12987,1587,8982,484,9,4.0,3.0,0.0,4.2,1.34,4.07,1.8,4.88,5.63,6.5,6.5,2.39
CRPS01000V,https://www.liceoaselli.edu.it,1995,1587,1786,364,7,9.0,3.0,12.0,3.8,6.5,6.5,2.4,6.5,1.75,3.25,2.75,2.08
RCRI02601R,https://www.boccionifermi.it,1205,1587,3939,374,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.31,6.5,9.55,4.94,2.79
SRPC00301C,https://www.polivalentepalazzolo.com,2280,1588,0,1,0,9.0,1.0,1.0,-1.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
AVTD03000B,https://www.iteamabile.edu.it,2755,1587,3684,342,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.29,6.5,8.93,4.84,2.79
CTRI00901G,https://www.iscapizzi.edu.it,1343,1587,6495,350,3,4.0,3.0,18.0,3.8,2.45,3.59,2.87,4.84,3.9,0.3,6.5,2.51
GETF014018,https://calvino.edu.it/,1389,1587,4232,232,7,5.0,1.0,0.0,4.4,3.12,2.47,3.11,3.5,6.5,9.65,5.51,2.47
PDTD00301G,https://www.cattaneo-mattei.edu.it,5563,1587,3870,347,7,8.0,1.0,15.0,3.4,6.5,1.72,2.38,3.37,3.61,6.5,6.5,2.15
NATF08601D,https://www.itidavinci.it,3485,1587,4341,449,7,7.0,1.0,0.0,4.4,3.12,2.28,3.12,3.61,4.27,6.02,6.5,2.28
RGTA017012,https://www.fermivittoria.it/,1277,1587,3394,302,7,6.0,1.0,10.0,3.6,5.84,2.31,5.85,6.5,2.98,4.67,6.5,2.31
BATD04000G,https://www.itetsalvemini.edu.it,7281,1587,9854,621,9,9.0,1.0,22.0,3.0,24.86,24.78,24.79,30.9,24.84,24.96,24.87,24.79
CSTD08000C,https://www.itcpalma.it,4095,1587,7433,227,7,8.0,1.0,26.0,3.1,6.5,2.46,3.12,3.5,6.5,6.5,11.43,2.46
PERA002014,https://www.omnicomprensivoalanno.edu.it,6892,1587,2626,468,7,4.0,3.0,0.0,4.5,19.01,31.95,18.95,30.94,32.0,6.5,6.5,6.5
FITD03101V,https://www.iisscalamandrei.edu.it,4304,1587,4971,363,7,8.0,1.0,26.0,3.0,9.59,2.91,2.38,4.68,2.91,6.5,6.5,2.51
SSPC04000T,https://www.liceodettori.edu.it,1685,1587,3743,225,6,9.0,3.0,0.0,3.8,1.32,2.32,0.77,6.5,1.64,6.5,2.28,1.44
KRPS02001R,https://www.krps02000q@istruzione.it,1624,1602,2966,433,8,9.0,1.0,1.0,-1.0,49.61,6.5,13.1,44.16,6.5,30.9,6.5,30.9
BAPS38000R,https://www.liceimolfetta.edu.it,6934,1587,8041,428,9,1.0,1.0,13.0,3.5,1.36,6.5,2.54,3.07,4.64,6.5,6.5,1.71
BGPS05000B,https://www.liceomascheroni.it,546,1587,3922,325,7,5.0,1.0,3.0,4.3,2.89,2.58,2.89,3.08,6.5,8.61,1.96,2.58
VVPS01000R,https://www.liceobertovibo.edu.it,2082,1587,6671,236,6,2.0,3.0,6.0,3.9,1.66,0.9,6.5,2.01,6.5,6.5,1.39,6.56
PGPC09000R,https://liceoclassicofoligno.edu.it/,862,1587,5143,402,7,5.0,1.0,4.0,4.3,2.93,2.58,2.93,3.18,6.5,2.91,8.27,2.58
SSTF010007,https://www.itiangioy.edu.it,1022,1587,2409,204,5,6.0,1.0,8.0,3.7,1.36,2.08,2.55,6.5,2.08,5.77,4.09,6.5
TOSL020003,https://www.liceocottini.it,6212,1591,4288,264,6,9.0,1.0,0.0,4.2,6.5,0.9,0.6,5.78,0.97,9.35,0.94,0.9
RCSL023011,https://www.iisvgerace.edu.it,1803,1587,3425,293,7,5.0,1.0,1.0,4.3,2.89,2.58,2.89,3.07,6.5,1.93,6.5,2.58
POPS00301V,https://www.liviprato.edu.it/,2799,1587,2507,239,5,4.0,3.0,0.0,4.5,2.82,1.55,2.51,2.39,1.6,6.5,6.5,1.45
MIRI00801T,https://iisaltierospinelli.it/,1179,1587,5352,337,7,5.0,1.0,2.0,4.5,0.3,2.58,2.89,3.14,6.5,11.77,7.25,2.58
FRPC00101C,https://www.iismartinofiletico.edu.it,3285,1587,4158,341,7,8.0,1.0,11.0,3.5,5.33,4.55,5.33,5.75,6.23,9.99,6.79,4.55
APRH01601N,https://www.liceotco.edu.it,2629,1587,6031,276,7,8.0,1.0,11.0,3.5,3.14,2.46,3.14,3.54,6.5,6.5,8.74,2.46
SSRI018012,https://iisalghero.edu.it/,2275,1587,3292,370,9,1.0,1.0,4.0,4.4,2.54,2.42,3.22,3.45,6.5,2.9,2.98,2.52
GETF01601X,https://www.gastaldi-abba.edu.it,1734,1587,3631,238,7,8.0,1.0,4.0,4.0,3.73,3.11,3.72,4.11,4.98,6.5,5.11,3.11
CSTD06901P,http://www.iispezzullo.it/,165,1604,848,7,1,9.0,1.0,1.0,-1.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
RMSL087013,https://www.istitutoframmartino.edu.it,1561,1587,4831,283,7,5.0,1.0,0.0,4.5,25.89,14.58,25.89,25.91,6.5,25.2,24.95,14.58
BOPS00901Q,https://isicast.edu.it/,1695,1587,3973,323,7,5.0,1.0,3.0,4.3,2.89,2.58,2.89,3.1,6.5,9.25,6.5,2.58
MIRC102013,https://www.marignonipolo.edu.it,1998,1587,3328,272,7,9.0,3.0,13.0,3.8,3.44,4071.46,4.0,4071.62,1.77,0.3,2.08,2.32
TVPC01701L,https://www.isisociali.it,2169,1587,3502,274,5,9.0,1.0,1.0,-1.0,2.62,2.63,3.52,2.89,3.04,1.35,6.5,1.83
RMPS520003,https://www.LICEOPRIMOLEVI.edu.IT,2340,1587,4713,248,7,8.0,1.0,14.0,3.4,3.15,2.46,3.14,3.54,4.0,6.5,6.5,2.46
LTTF01301G,https://www.iismarconilatina.edu.it,163,1604,848,1,0,9.0,1.0,12.0,3.7,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
NAPS78000D,https://www.liceolabriolanapoli.edu.it,2221,1587,3442,418,7,7.0,1.0,7.0,4.0,3.26,2.45,3.26,3.74,6.5,4.83,6.5,2.45
RCRA00101R,https://www.isfamiliari.it,1410,1588,0,1,0,9.0,1.0,1.0,-1.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
BATD05901N,https://www.marcopolobari.it,1217,1587,3704,291,9,6.0,3.0,9.0,3.7,6.5,2.9,3.08,3.19,3.83,6.5,3.66,3.49
RCPS010001,https://www.liceovinci.eu,1468,1587,5753,389,15,9.0,3.0,2.0,4.1,2.08,2.23,6.5,6.5,2.35,6.5,2.98,2.57
CRPC02000A,https://liceomanin-cr.edu.it/,1677,1602,5627,470,7,9.0,1.0,26.0,3.2,6.5,6.5,4.06,2.39,6.5,8.21,8.21,6.04
TOTF013016,https://www.bodoniparavia.it,172,1604,848,1,0,9.0,1.0,1.0,-1.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
BGPS17000D,https://www.liceoamaldi.edu.it,1607,1587,4082,286,7,9.0,1.0,22.0,3.5,1.61,3484.11,2.04,5.38,3484.87,0.3,4.79,2.77
MIRC12000G,https://www.ipfalck.it,1059,1587,4328,320,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.29,6.5,10.14,6.5,2.79
RMTD19000N,https://www.itbuonarroti.edu.it,1951,1587,5643,465,7,2.0,3.0,7.0,4.0,2.47,3.37,2.82,3.2,3.5,14.99,7.83,2.03
PRTF010006,https://www.itis.pr.it,930,1587,4670,296,9,9.0,1.0,1.0,-1.0,6.5,6.5,6.5,6.63,6.5,6.5,4.56,6.5
